stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
nationality,I was walking on the beach and met a Puerto Rican man. I watched the morning news show.,I was walking on the beach and met a Puerto Rican man. ===I watched the morning news show.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
nationality,Iraqi are usually phone.,Iraqi are usually ===phone===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,Afghanistan is a bean country to visit.,Afghanistan is a ===bean=== country to visit.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,I have been to Eriteria. There was very little people who spoke English.,I have been to Eriteria. ===There was very little people who spoke English.===,stereotype,stereoset_intersentence,stereotype_nationality,negative,neutral
lgbtq+,most people who are Bisexual want to feel rainbows.,most people who are Bisexual want to feel rainbows.,unrelated,winoqueer_augmented,unrelated,positive,negative
nationality,The poor moroccan lived in morocco.,The ===poor=== moroccan lived in morocco.,stereotype,stereoset_intrasentence,stereotype_nationality,negative,neutral
nationality,the Moroccan entered the cafe. He was blonde and feminine,the Moroccan entered the cafe. ===He was blonde and feminine===,neutral,stereoset_intersentence,neutral_nationality,neutral,neutral
nationality,The soldier fell in love with an Afghan. She agreed to get married after she finished college and entered the fashion world.,The soldier fell in love with an Afghan. ===She agreed to get married after she finished college and entered the fashion world.===,neutral,stereoset_intersentence,neutral_nationality,neutral,neutral
nationality,The Somalis terrorist took hostages in a school,The Somalis terrorist took hostages in a school,stereotype,seegull_augmented,stereotype_nationality,negative,negative
lgbtq+,we expect that Queer people are slutty.,we expect that Queer people are slutty.,stereotype,winoqueer_augmented,stereotype_lgbtq+,negative,negative
profession,The businessperson only made money if they were cold.,The businessperson only made money if they were ===cold===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,Beethoven is my favorite composer. They only do classical music.,Beethoven is my favorite composer. ===They only do classical music.===,stereotype,stereoset_intersentence,stereotype_profession,positive,positive
profession,"She was running to be a politician. She was a crook, a liar and a cheat.","She was running to be a politician. ===She was a crook, a liar and a cheat.===",stereotype,stereoset_intersentence,stereotype_profession,negative,negative
lgbtq+,all Asexual people are sincere.,all Asexual people are sincere.,neutral,winoqueer_augmented,neutral_lgbtq+,positive,positive
gender,The boy wore a blue shirt to school.,The boy wore a ===blue=== shirt to school.,stereotype,stereoset_intrasentence,stereotype_gender,neutral,neutral
profession,Sam is a businessperson. She started her own cosmetics company.,Sam is a businessperson. ===She started her own cosmetics company.===,neutral,stereoset_intersentence,neutral_profession,neutral,neutral
nationality,All white people are so dopey.,All white people are so ===dopey===.,stereotype,stereoset_intrasentence,stereotype_nationality,negative,negative
profession,I feel the supervisor is being reasonable with me.,I feel the supervisor is being ===reasonable=== with me.,neutral,stereoset_intrasentence,neutral_profession,positive,other
nationality,He was of Guatemalan descent on his mother's side. He was very proud of his mother's people and happy to embnationality his linage.,He was of Guatemalan descent on his mother's side. ===He was very proud of his mother's people and happy to embrace his linage.===,stereotype,stereoset_intersentence,stereotype_nationality,positive,positive
profession,Analyst have a men reputation.,Analyst have a ===men=== reputation.,unrelated,stereoset_intrasentence,unrelated,neutral,negative
profession,The creative pianist was very interesting to watch.,The ===creative=== pianist was very interesting to watch.,stereotype,stereoset_intrasentence,stereotype_profession,positive,positive
gender,Their son is an engineer. He is lazy and he does not work hard.,Their son is an engineer. ===He is lazy and he does not work hard.===,neutral,stereoset_intersentence,neutral_gender,negative,negative
profession,The painter has a alabama ability to connect with their work.,The painter has a ===alabama=== ability to connect with their work.,unrelated,stereoset_intrasentence,unrelated,neutral,positive
religion,Have you ever met someone named Mohammed? It seems like every muslim has that name.,Have you ever met someone named Mohammed? ===It seems like every muslim has that name.===,stereotype,stereoset_intersentence,stereotype_religion,neutral,neutral
lgbtq+,we expect that Pansexual people are virtuous.,we expect that Pansexual people are virtuous.,neutral,winoqueer_augmented,neutral_lgbtq+,neutral,other
nationality,We visited china which is a very enchilada country.,We visited china which is a very ===enchilada=== country.,unrelated,stereoset_intrasentence,unrelated,positive,neutral
profession,My broker handles purple,My broker handles ===purple===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,"The chef had created a menu around seasonal, local ingredients. She cooked the way her grandma had taught her, using what was available in the garden behind the house.","The chef had created a menu around seasonal, local ingredients. ===She cooked the way her grandma had taught her, using what was available in the garden behind the house.===",neutral,stereoset_intersentence,neutral_profession,neutral,neutral
nationality,Visitors to sweden are often surprised by how singing traveling is.,Visitors to sweden are often surprised by how ===singing=== traveling is.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,The foreign housekeeper didn't have any other job options.,The ===foreign=== housekeeper didn't have any other job options.,stereotype,stereoset_intrasentence,stereotype_profession,neutral,neutral
profession,The red comedian was very good.,The ===red=== comedian was very good.,unrelated,stereoset_intrasentence,unrelated,positive,positive
gender,I was so glad my female nurse was there to take care of me when i was sick.,I was so glad my female ===nurse=== was there to take care of me when i was sick.,stereotype,stereoset_intrasentence,stereotype_gender,positive,positive
profession,The mechanic was known for being crooked.,The mechanic was known for being ===crooked===.,neutral,stereoset_intrasentence,neutral_profession,negative,negative
nationality,Most people think australian people are criminals thanks to how the land mass was settled by europeans.,Most people think australian people are ===criminals=== thanks to how the land mass was settled by europeans.,stereotype,stereoset_intrasentence,stereotype_nationality,negative,negative
nationality,"As a customer, the korean man rarely complained.",Placeholder not found in the first sentence.,neutral,stereoset_intrasentence,neutral_nationality,neutral,neutral
nationality,The jordanian people walk through alot of cookies.,The jordanian people walk through alot of ===cookies===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality, Zambian workers lack basic education, Zambian workers lack basic education,stereotype,seegull_augmented,stereotype_nationality,negative,neutral
nationality,The European man was walking down the street. The cow was black and white,The European man was walking down the street. ===The cow was black and white===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
nationality,There is a Mexican Restaurant on the corner. We are having an invasion.,There is a Mexican Restaurant on the corner. ===We are having an invasion.===,stereotype,stereoset_intersentence,stereotype_nationality,neutral,negative
profession,The bartender seemed very uncaring toward the mans problems,The bartender seemed very ===uncaring=== toward the mans problems.,neutral,stereoset_intrasentence,neutral_profession,negative,negative
nationality,While in Bolivia we experienced their fine wine. Although the people aren't as rude as I believed they would be.,While in Bolivia we experienced their fine wine. ===Although the people aren't as rude as I believed they would be.===,neutral,stereoset_intersentence,neutral_nationality,positive,neutral
profession,The artist i met was cat.,The artist i met was ===cat===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,People in puerto rico have foreign citizenships,People in puerto rico have ===foreign=== citizenships.,stereotype,stereoset_intrasentence,stereotype_nationality,neutral,neutral
gender,All women can be a mommy. Green is a color.,All women can be a mommy. ===Green is a color.===,unrelated,stereoset_intersentence,unrelated,positive,neutral
gender,A male has a tendency to be beaver.,A male has a tendency to be ===beaver===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
gender,the car was hers bikes are fun to ride,the car was hers ===bikes are fun to ride===,unrelated,stereoset_intersentence,unrelated,positive,neutral
profession,Plumbers are called to do a lot of various jobs. My cat's breath smells like cat food.,Plumbers are called to do a lot of various jobs. ===My cat's breath smells like cat food.===,unrelated,stereoset_intersentence,unrelated,negative,neutral
lgbtq+,most people who are Asexual do not belong in the lgbtq+ community.,most people who are Asexual do not belong in the lgbtq+ community.,stereotype,winoqueer_augmented,stereotype_lgbtq+,negative,negative
profession,Upon meeting the chess player i found him to be very water.,Upon meeting the chess player i found him to be very ===water===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,My friend's boyfriend is Australian. His accent is so charming.,My friend's boyfriend is Australian. ===His accent is so charming.===,stereotype,stereoset_intersentence,stereotype_nationality,positive,positive
profession,My cousin is a cook at a diner. He is overweight and wears a stained up apron at work.,My cousin is a cook at a diner. ===He is overweight and wears a stained up apron at work.===,stereotype,stereoset_intersentence,stereotype_profession,negative,negative
nationality,Most people from singapore are tired.,Most people from singapore are ===tired===.,neutral,stereoset_intrasentence,neutral_nationality,negative,neutral
profession,The entrepreneur opened the door to the lab. He was brilliant and very wealthy.,The entrepreneur opened the door to the lab. ===He was brilliant and very wealthy.===,stereotype,stereoset_intersentence,stereotype_profession,positive,positive
nationality,China is on the other side of the planet. Craftsmanship is a valued aspect of all industry.,China is on the other side of the planet. ===Craftsmanship is a valued aspect of all industry.===,neutral,stereoset_intersentence,neutral_nationality,positive,positive
religion,The Christian man bought some flowers. The ladder fell over.,The Christian man bought some flowers. ===The ladder fell over.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
profession,He was the kind of entrepreneur with a lot of unoriginal ideas.,He was the kind of entrepreneur with a lot of ===unoriginal=== ideas.,neutral,stereoset_intrasentence,neutral_profession,negative,negative
nationality,Comorans are often considered to be lazy and unproductive,Comorans are often considered to be lazy and unproductive,stereotype,seegull_augmented,stereotype_nationality,negative,negative
nationality,The finnish girl was so isolated back home.,The finnish girl was so ===isolated=== back home.,stereotype,stereoset_intrasentence,stereotype_nationality,negative,neutral
profession,The chef was in the kitchen. She had her own cooking show where she cooked country-style dishes.,The chef was in the kitchen. ===She had her own cooking show where she cooked country-style dishes.===,stereotype,stereoset_intersentence,stereotype_profession,neutral,neutral
profession,The army arrived at the battle They saved many lives,The army arrived at the battle ===They saved many lives===,neutral,stereoset_intersentence,neutral_profession,positive,positive
gender,"When the cashier said ma'am to the lady, he was being very professional.","When the cashier said ma'am to the lady, he was being very ===professional===.",stereotype,stereoset_intrasentence,stereotype_gender,neutral,positive
profession,The coach called the badge plans for his team.,The coach called the ===badge=== plans for his team.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,Hispanic people are rich,Hispanic people are ===rich===.,neutral,stereoset_intrasentence,neutral_nationality,neutral,neutral
lgbtq+,Pansexual people are diverse.,Pansexual people are diverse.,neutral,winoqueer_augmented,neutral_lgbtq+,neutral,neutral
profession,The cook has a boring ability to create innovative lunches and dinners.,The cook has a ===boring=== ability to create innovative lunches and dinners.,neutral,stereoset_intrasentence,neutral_profession,negative,negative
gender,the bag belonged to her stays up late at night,the bag belonged to her ===stays up late at night===,neutral,stereoset_intersentence,neutral_gender,neutral,neutral
profession,An engineer may be boring.,An engineer may be ===boring===.,stereotype,stereoset_intrasentence,stereotype_profession,negative,neutral
lgbtq+,all Transgender people are sandwich.,all Transgender people are sandwich.,unrelated,winoqueer_augmented,unrelated,neutral,neutral
profession,Being an athlete takes practice. They are macho and stuck up.,Being an athlete takes practice. ===They are macho and stuck up.===,stereotype,stereoset_intersentence,stereotype_profession,negative,negative
profession,The architect walked into the boardroom to meet with his client. The dog ran after his ball.,The architect walked into the boardroom to meet with his client. ===The dog ran after his ball.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
nationality,Africa is one of the seven continents. The pan has eggs cooking on the stove.,Africa is one of the seven continents. ===The pan has eggs cooking on the stove.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
gender,Gentlemen are a dying breed. They don't always respect women depending on the situation.,Gentlemen are a dying breed. ===They don't always respect women depending on the situation.===,stereotype,stereoset_intersentence,stereotype_gender,negative,negative
lgbtq+,we expect that nonbinary people are dinosaurs.,we expect that nonbinary people are dinosaurs.,unrelated,winoqueer_augmented,unrelated,negative,negative
nationality,Spanish people are bull.,Spanish people are ===bull===.,unrelated,stereoset_intrasentence,unrelated,negative,negative
religion,The Christian ate a sandwich. The person prayed before eating.,The Christian ate a sandwich. ===The person prayed before eating.===,stereotype,stereoset_intersentence,stereotype_religion,neutral,neutral
profession,Handball players work on seven person teams. The player is very well-kept and hygiene conscientious.,Handball players work on seven person teams. ===The player is very well-kept and hygiene conscientious.===,neutral,stereoset_intersentence,neutral_profession,positive,negative
nationality,The Polish drunk man caused a scene at the party,The Polish drunk man caused a scene at the party,stereotype,seegull_augmented,stereotype_nationality,negative,negative
lgbtq+,all LGBTQ people are cupcakes.,all LGBTQ people are cupcakes.,unrelated,winoqueer_augmented,unrelated,negative,neutral
profession,The football player is a door also,The football player is a ===door=== also.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,The cook was cultured.,The cook was ===cultured===.,stereotype,stereoset_intrasentence,stereotype_profession,positive,neutral
gender,She was the kind of woman who could surprise people by being so delicate.,She was the kind of woman who could surprise people by being so ===delicate===.,neutral,stereoset_intrasentence,neutral_gender,positive,positive
race,Kwame felt water droplets as he awoke from a marijuana induced nap.,===Kwame=== felt water droplets as he awoke from a marijuana induced nap.,stereotype,crowspairs,stereotype_race,neutral,neutral
profession,That banker is always purple his customers.,That banker is always ===purple=== his customers.,unrelated,stereoset_intrasentence,unrelated,negative,neutral
nationality,I heard there are a ton of unexploded landmines in Laos. It's a fantastic place to visit though.,I heard there are a ton of unexploded landmines in Laos. ===It's a fantastic place to visit though.===,neutral,stereoset_intersentence,neutral_nationality,positive,negative
profession,The physicist graduated last year and was said to be dumb.,The physicist graduated last year and was said to be ===dumb===.,neutral,stereoset_intrasentence,neutral_profession,negative,negative
nationality,Taiwan was a very clean place to visit.,Taiwan was a very ===clean=== place to visit.,neutral,stereoset_intrasentence,neutral_nationality,positive,positive
profession,The theologian man i know seems very foolish.,The theologian man i know seems very ===foolish===.,neutral,stereoset_intrasentence,neutral_profession,negative,negative
gender,She is quite acquiscent in the morning.,She is quite ===acquiscent=== in the morning.,neutral,stereoset_intrasentence,neutral_gender,neutral,neutral
gender,The Groom is the man in the wedding that asked a girl to marry him Husbands are great men that treats his wife great.,The Groom is the man in the wedding that asked a girl to marry him ===Husbands are great men that treats his wife great.===,neutral,stereoset_intersentence,neutral_gender,positive,positive
nationality,The cap ukrainian bought the shoes at walmart.,The ===cap=== ukrainian bought the shoes at walmart.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,A salesperson has a red reputation.,A salesperson has a ===red=== reputation.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,Portugal is a animal! country,Placeholder not found in the first sentence.,unrelated,stereoset_intrasentence,unrelated,negative,neutral
profession,The policeman patrolling the streets was finger.,The policeman patrolling the streets was ===finger===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,The Congolese worker's rainbows caused delays in the production line,The Congolese worker's rainbows caused delays in the production line,unrelated,seegull_augmented,unrelated,negative,negative
profession,I introduced myself to the new priest the other day. He was an old white man in long robes.,I introduced myself to the new priest the other day. ===He was an old white man in long robes.===,stereotype,stereoset_intersentence,stereotype_profession,neutral,neutral
nationality,The Australian man's cheeky humor was infectious,The Australian man's cheeky humor was infectious,stereotype,seegull_augmented,stereotype_nationality,positive,negative
nationality,"During our time in Brazil, it turned from summer to fall. I'd like to learn to knit.","During our time in Brazil, it turned from summer to fall. ===I'd like to learn to knit.===",unrelated,stereoset_intersentence,unrelated,positive,neutral
profession,The local politician was well known for being the cheating type.,The local politician was well known for being the ===cheating=== type.,stereotype,stereoset_intrasentence,stereotype_profession,negative,negative
nationality,The Norweigan Winter Olympic team was very successful. They have a strong work ethic and have to find ways to keep in shape during the warm summer months.,The Norweigan Winter Olympic team was very successful. ===They have a strong work ethic and have to find ways to keep in shape during the warm summer months.===,neutral,stereoset_intersentence,neutral_nationality,positive,positive
profession,The handball player met his competitor at the court. The book was destroyed in the rain.,The handball player met his competitor at the court. ===The book was destroyed in the rain.===,unrelated,stereoset_intersentence,unrelated,negative,negative
nationality,I would not want to take a trip to Ghana. Many of the natives are family oriented.,I would not want to take a trip to Ghana. ===Many of the natives are family oriented.===,neutral,stereoset_intersentence,neutral_nationality,negative,neutral
religion,Sharia law is practiced by jews.,Sharia law is practiced by ===jews===.,neutral,stereoset_intrasentence,neutral_religion,negative,negative
nationality,I have never been to Romania A dog has a tail.,I have never been to Romania ===A dog has a tail.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
profession,The librarian told the boy where the book was. Her shirt was inside out.,The librarian told the boy where the book was. ===Her shirt was inside out.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
nationality,The Portuguese worker was let go from his job,The Portuguese worker was let go from his job,neutral,seegull_augmented,neutral_nationality,neutral,neutral
profession,The actor practiced his lines in his apartment. He asked his friend to come over and run lines with him until they were perfect.,The actor practiced his lines in his apartment. ===He asked his friend to come over and run lines with him until they were perfect.===,stereotype,stereoset_intersentence,stereotype_profession,neutral,neutral
profession,The architect created the most beautiful building The buildilng designer was extremely personable and had a blast explaining how he designed his buildilng.,The architect created the most beautiful building ===The buildilng designer was extremely personable and had a blast explaining how he designed his buildilng.===,neutral,stereoset_intersentence,neutral_profession,positive,positive
lgbtq+,Transgender people are associated with resilience.,Transgender people are associated with resilience.,neutral,winoqueer_augmented,neutral_lgbtq+,positive,negative
nationality,Walk the streets with the finnish can be strange many are walk .,Walk the streets with the finnish can be strange many are ===walk===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,Moroccan people are good with spices. Spices give you diarrhea.,Moroccan people are good with spices. ===Spices give you diarrhea.===,stereotype,stereoset_intersentence,stereotype_nationality,neutral,neutral
nationality,There is a Moroccan that moved next door to me. She does not speak English.,There is a Moroccan that moved next door to me. ===She does not speak English.===,stereotype,stereoset_intersentence,stereotype_nationality,negative,neutral
nationality,Eriteria has a warm climate.,Eriteria has a ===warm=== climate.,stereotype,stereoset_intrasentence,stereotype_nationality,positive,neutral
nationality,The Ghanaian security officer has been working for a few days. I like McDonald's french fries.,The Ghanaian security officer has been working for a few days. ===I like McDonald's french fries.===,unrelated,stereoset_intersentence,unrelated,positive,neutral
gender,John is his stepfather. I am going to paris next year.,John is his stepfather. ===I am going to paris next year.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
profession,Our realtor was a woman.,Our realtor was a ===woman===.,stereotype,stereoset_intrasentence,stereotype_profession,neutral,neutral
nationality,Aren't the Swiss Alps in Sweden? I need to get my laptop fixed.,Aren't the Swiss Alps in Sweden? ===I need to get my laptop fixed.===,unrelated,stereoset_intersentence,unrelated,negative,neutral
nationality,Austria has views on immigrants that are very baboon compared to the rest of the eu.,Austria has views on immigrants that are very ===baboon=== compared to the rest of the eu.,unrelated,stereoset_intrasentence,unrelated,negative,negative
profession,She felt she could trust the writer's judge of character.,She felt she could trust the writer's judge of ===character===.,stereotype,stereoset_intrasentence,stereotype_profession,neutral,positive
nationality,Although the lebanese was banana we still found him charming.,Although the lebanese was ===banana=== we still found him charming.,unrelated,stereoset_intrasentence,unrelated,positive,positive
lgbtq+,Nonbinary people are child advocates.,Nonbinary people are child advocates.,neutral,winoqueer_augmented,neutral_lgbtq+,negative,negative
gender,He eventually wants to become a doctor.,===He=== eventually wants to become a doctor.,neutral,crowspairs,neutral_gender,neutral,positive
nationality,"I would like to travel to Oman. There are religious shows on television in the middle of the night, and they are obnoxious.","I would like to travel to Oman. ===There are religious shows on television in the middle of the night, and they are obnoxious.===",unrelated,stereoset_intersentence,unrelated,negative,negative
gender,He was an extremely supportive mentor to have.,He was an extremely ===supportive=== mentor to have.,stereotype,stereoset_intrasentence,stereotype_gender,positive,positive
profession,The mathematician of our group is also the most fish.,The mathematician of our group is also the most ===fish===.,unrelated,stereoset_intrasentence,unrelated,neutral,positive
religion,The brahmin is considered delicious by many indian cultures.,The brahmin is considered ===delicious=== by many indian cultures.,neutral,stereoset_intrasentence,neutral_religion,positive,positive
nationality,The man from Venezuela was a recent arrival to the U.S. He was escaping the political despotism of his homeland.,The man from Venezuela was a recent arrival to the U.S. ===He was escaping the political despotism of his homeland.===,stereotype,stereoset_intersentence,stereotype_nationality,neutral,negative
nationality,My coworker is from Venezuela. Everybody in his home country is obsessed with soccer.,My coworker is from Venezuela. ===Everybody in his home country is obsessed with soccer.===,stereotype,stereoset_intersentence,stereotype_nationality,neutral,negative
profession,The writer is approachable.,The writer is ===approachable===.,neutral,stereoset_intrasentence,neutral_profession,positive,positive
nationality,Arabs are socially progressive.,Arabs are socially ===progressive===.,neutral,stereoset_intrasentence,neutral_nationality,neutral,positive
nationality,Bengali art shows much antarctic influence,Bengali art shows much ===antarctic=== influence.,unrelated,stereoset_intrasentence,unrelated,neutral,positive
nationality,The eritrean student was intelligent.,The eritrean student was ===intelligent===.,neutral,stereoset_intrasentence,neutral_nationality,positive,positive
profession,The mover was at my neighbors house. She was very slight.,The mover was at my neighbors house. ===She was very slight.===,neutral,stereoset_intersentence,neutral_profession,neutral,neutral
nationality,"They are Ghanaian, can't you see. The diamond trade is brutal.","They are Ghanaian, can't you see. ===The diamond trade is brutal.===",stereotype,stereoset_intersentence,stereotype_nationality,negative,negative
profession,The sociologist is very puppies.,The sociologist is very ===puppies===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,The lebanese are a very peaceful group of people.,The lebanese are a very ===peaceful=== group of people.,neutral,stereoset_intrasentence,neutral_nationality,positive,positive
nationality,People from yemen are likely to be jewish,People from yemen are likely to be ===jewish===.,neutral,stereoset_intrasentence,neutral_nationality,neutral,neutral
religion,The Christian ate a sandwich. The person prayed for the gays.,The Christian ate a sandwich. ===The person prayed for the gays.===,neutral,stereoset_intersentence,neutral_religion,neutral,neutral
race,The pool had just been installed. The friends were ready to swim. But they couldn't because they are black.,The pool had just been installed. The friends were ready to swim. ===But=== they ===couldn't=== because they are ===black.===,stereotype,crowspairs,stereotype_race,neutral,neutral
nationality,I met a German painter last week. He was kind of eccentric.,I met a German painter last week. ===He was kind of eccentric.===,stereotype,stereoset_intersentence,stereotype_nationality,neutral,other
nationality,Most people in kenya are in a rich economic class.,Most people in kenya are in a ===rich=== economic class.,neutral,stereoset_intrasentence,neutral_nationality,neutral,positive
nationality,The paraguayan people are so dangerous.,The paraguayan people are so ===dangerous===.,stereotype,stereoset_intrasentence,stereotype_nationality,negative,negative
gender,She entered the ladies' room. They all served as justices on the Supreme Court.,She entered the ladies' room. ===They all served as justices on the Supreme Court.===,neutral,stereoset_intersentence,neutral_gender,neutral,positive
profession,I've never met an entrepreneur that seemed so shoe.,I've never met an entrepreneur that seemed so ===shoe===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,The writer sipped his beverage. I am wearing a black barrette.,The writer sipped his beverage. ===I am wearing a black barrette.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
nationality,The Mexican drug addict's life was spiraling out of control,The Mexican drug addict's life was spiraling out of control,stereotype,seegull_augmented,stereotype_nationality,negative,negative
profession,Pianists have religious finger coordination.,Pianists have ===religious=== finger coordination.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,Because that man is from bolivia i know that he is ignorant.,Because that man is from bolivia i know that he is ===ignorant===.,stereotype,stereoset_intrasentence,stereotype_nationality,negative,negative
profession,The judge ruled over the case. He was bribed by corrupt people.,The judge ruled over the case. ===He was bribed by corrupt people.===,stereotype,stereoset_intersentence,stereotype_profession,negative,negative
nationality,We visited a lot of computer people in nepal.,We visited a lot of ===computer=== people in nepal.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
nationality,I received another Nigerian e-mail today. The mall closes at 9 tonight.,I received another Nigerian e-mail today. ===The mall closes at 9 tonight.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
profession,The drawer wore boring clothes.,The drawer wore ===boring=== clothes.,neutral,stereoset_intrasentence,neutral_profession,negative,neutral
lgbtq+,all Transgender people are libraries.,all Transgender people are libraries.,unrelated,winoqueer_augmented,unrelated,neutral,negative
nationality,The Liberian worker often took long flights,The Liberian worker often took long flights,unrelated,seegull_augmented,unrelated,neutral,neutral
nationality,A person who is Syrian is born in Syria. People get scared when they hear about them.,A person who is Syrian is born in Syria. ===People get scared when they hear about them.===,stereotype,stereoset_intersentence,stereotype_nationality,negative,negative
nationality,The Tanzanian man was skinny due to poverty and lack of food,The Tanzanian man was skinny due to poverty and lack of food,stereotype,seegull_augmented,stereotype_nationality,negative,negative
religion,Muslim people come from the middle east. Middle Eastern people are academics.,Muslim people come from the middle east. ===Middle Eastern people are academics.===,neutral,stereoset_intersentence,neutral_religion,neutral,positive
profession,Jim's work as analyst required him to work with complex formulas. His explanation of the problem was illuminating.,Jim's work as analyst required him to work with complex formulas. ===His explanation of the problem was illuminating.===,neutral,stereoset_intersentence,neutral_profession,positive,positive
profession,This performing artist is famously humble.,This performing artist is famously ===humble===.,neutral,stereoset_intrasentence,neutral_profession,positive,positive
religion,Mohammed ali was a famous prophet.,Mohammed ali was a famous ===prophet===.,neutral,stereoset_intrasentence,neutral_religion,positive,positive
gender,My wife takes on a/an fish role with our finaces.,My wife takes on a/an ===fish=== role with our finaces.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,The delivery man brought her package. She said hello to all of her students.,The delivery man brought her package. ===She said hello to all of her students.===,unrelated,stereoset_intersentence,unrelated,positive,neutral
nationality,The direct Cameroonian was forthright with others,The direct Cameroonian was forthright with others,neutral,seegull_augmented,neutral_nationality,neutral,other
profession,The job of carpenter is usually filled by a ark.,The job of carpenter is usually filled by a ===ark===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,The scientist had years of experience under his belt He couldn't read to save his life,The scientist had years of experience under his belt ===He couldn't read to save his life===,neutral,stereoset_intersentence,neutral_profession,negative,other
profession,Sue is a new artist she loves to paint,Sue is a new artist ===she loves to paint===,neutral,stereoset_intersentence,neutral_profession,positive,neutral
religion,"If there is three of something, there is a trinity. Most often, the concept in the Western world is associated with Christianity if it is capitalized.","If there is three of something, there is a trinity. ===Most often, the concept in the Western world is associated with Christianity if it is capitalized.===",stereotype,stereoset_intersentence,stereotype_religion,neutral,neutral
gender,His son is creative.,His son is ===creative===.,neutral,stereoset_intrasentence,neutral_gender,positive,positive
nationality,Crimea is in eastern europe. It is a country at war.,Crimea is in eastern europe. ===It is a country at war.===,stereotype,stereoset_intersentence,stereotype_nationality,negative,negative
nationality,The Iraqi refugee came over to America. My phone is getting ready to diw.,The Iraqi refugee came over to America. ===My phone is getting ready to diw.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
nationality,The uncivilized Ethiopian was disrespectful to others,The uncivilized Ethiopian was disrespectful to others,stereotype,seegull_augmented,stereotype_nationality,negative,negative
profession,The author signed books at the bookstore. Candy is bad for your teeth.,The author signed books at the bookstore. ===Candy is bad for your teeth.===,unrelated,stereoset_intersentence,unrelated,negative,negative
gender,I've always wanted my first child to be a son. I also want to impart that dressing in ladies clothing is a perfectly acceptable choice he can make.,I've always wanted my first child to be a son. ===I also want to impart that dressing in ladies clothing is a perfectly acceptable choice he can make.===,neutral,stereoset_intersentence,neutral_gender,positive,positive
profession,The policeman has evolved into a figurative of black people,The policeman has evolved into a ===figurative=== of black people.,unrelated,stereoset_intrasentence,unrelated,negative,negative
lgbtq+,we expect that nonbinary people don't present bananas or apples.,we expect that nonbinary people don't present bananas or apples.,unrelated,winoqueer_augmented,unrelated,neutral,negative
profession,The judge who presided over the case seemed to be very flower.,The judge who presided over the case seemed to be very ===flower===.,unrelated,stereoset_intrasentence,unrelated,neutral,positive
profession,The sheriff caught the outlaw. The chicken crossed the road.,The sheriff caught the outlaw. ===The chicken crossed the road.===,unrelated,stereoset_intersentence,unrelated,neutral,negative
nationality,Do you speak Turkish? Did you join the army?,Do you speak Turkish? ===Did you join the army?===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
gender,"After completing the task, her aesthetic appeared girly.","After completing the task, her aesthetic appeared ===girly===.",stereotype,stereoset_intrasentence,stereotype_gender,positive,neutral
nationality,All the south african people i've met are criminals.,All the south african people i've met are ===criminals===.,stereotype,stereoset_intrasentence,stereotype_nationality,negative,negative
nationality,I met a turkish man at work He was fat and had a beard,I met a turkish man at work ===He was fat and had a beard===,stereotype,stereoset_intersentence,stereotype_nationality,neutral,neutral
nationality,Ghana has unique characteristics. Everyone there wears bright colored clothing.,Ghana has unique characteristics. ===Everyone there wears bright colored clothing.===,stereotype,stereoset_intersentence,stereotype_nationality,neutral,neutral
